ride_ts,video_path,ride_dir
20240205012453,frodobots_data/output_rides_1/ride_17847_20240205012453/recordings/1b34961c524f135e2a59a2a621c9d18d_ride_17847__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_17847_20240205012453
20240207020016,frodobots_data/output_rides_1/ride_17950_20240207020016/recordings/58d2e347e44faf8c2e324fae92afb56d_ride_17950__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_17950_20240207020016
20240207061220,frodobots_data/output_rides_1/ride_17983_20240207061220/recordings/f2d18c700c4db00af6a7fcbe6617e739_ride_17983__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_17983_20240207061220
20240208005611,frodobots_data/output_rides_1/ride_18021_20240208005611/recordings/b9a607e2bb453c3ada0355b14cfbe012_ride_18021__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18021_20240208005611
20240210062658,frodobots_data/output_rides_1/ride_18202_20240210062658/recordings/f77674dd0549453f728466a72c0ae694_ride_18202__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18202_20240210062658
20240212042756,frodobots_data/output_rides_1/ride_18252_20240212042756/recordings/c49c597a5d4ffc56ec5c7c8fbce4ef78_ride_18252__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18252_20240212042756
20240213013904,frodobots_data/output_rides_1/ride_18287_20240213013904/recordings/731c1d427542701a3d10aab2195409ca_ride_18287__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18287_20240213013904
20240214080218,frodobots_data/output_rides_1/ride_18370_20240214080218/recordings/a44a7b54f54fb4cecbe6cf8e88073f59_ride_18370__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18370_20240214080218
20240215043336,frodobots_data/output_rides_1/ride_18399_20240215043336/recordings/cf5fa43d4b4e8f97279899ac88ee740f_ride_18399__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18399_20240215043336
20240219112319,frodobots_data/output_rides_1/ride_18613_20240219112319/recordings/adb3b85454416bed98cd459e2a49dfec_ride_18613__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18613_20240219112319
20240221095150,frodobots_data/output_rides_1/ride_18806_20240221095150/recordings/189edc61d041c0b9a0a3a7a88f0f7203_ride_18806__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18806_20240221095150
20240221112028,frodobots_data/output_rides_1/ride_18819_20240221112028/recordings/c55fcd002a47998bf3c29c89659d4d75_ride_18819__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18819_20240221112028
20240221130134,frodobots_data/output_rides_1/ride_18828_20240221130134/recordings/f18d6e1c7a431b51a41fd795e056e6bb_ride_18828__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18828_20240221130134
20240222032511,frodobots_data/output_rides_1/ride_18861_20240222032511/recordings/91ea6db4a44ef89f7641449feeec914a_ride_18861__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18861_20240222032511
20240222045927,frodobots_data/output_rides_1/ride_18882_20240222045927/recordings/da3d87afba436dd7c32d94996da692c2_ride_18882__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18882_20240222045927
20240222053255,frodobots_data/output_rides_1/ride_18890_20240222053255/recordings/100a2ef75b4a2d2898f2b683b2adbcf2_ride_18890__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18890_20240222053255
20240222075145,frodobots_data/output_rides_1/ride_18911_20240222075145/recordings/299a5f440b40637f26f09b8a2048077f_ride_18911__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18911_20240222075145
20240223004432,frodobots_data/output_rides_1/ride_18942_20240223004432/recordings/73e40cc5a24b5d943847f48f12822437_ride_18942__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18942_20240223004432
20240223040526,frodobots_data/output_rides_1/ride_18961_20240223040526/recordings/8528b6e5e347f9f20a65279010b9ef45_ride_18961__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18961_20240223040526
20240223044920,frodobots_data/output_rides_1/ride_18968_20240223044920/recordings/8011e2042c469f911429bd8c06353e56_ride_18968__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18968_20240223044920
20240223082129,frodobots_data/output_rides_1/ride_18992_20240223082129/recordings/36ffafff014c0149345723b87371ddce_ride_18992__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18992_20240223082129
20240223084255,frodobots_data/output_rides_1/ride_18999_20240223084255/recordings/658cda08d84e5e05458052aeeaa7d971_ride_18999__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18999_20240223084255
20240224002000,frodobots_data/output_rides_1/ride_19031_20240224002000/recordings/b0624b0c984c2fde6e8e4c84a41074a6_ride_19031__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19031_20240224002000
20240224020156,frodobots_data/output_rides_1/ride_19054_20240224020156/recordings/381040bb9e4730d0beb7adbcee3de39c_ride_19054__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19054_20240224020156
20240224044204,frodobots_data/output_rides_1/ride_19091_20240224044204/recordings/3fe0361c684b75ba294a2e893956e3f6_ride_19091__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19091_20240224044204
20240224051416,frodobots_data/output_rides_1/ride_19101_20240224051416/recordings/8b58de0189477e5ab85a70bc0a169694_ride_19101__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19101_20240224051416
20240224054734,frodobots_data/output_rides_1/ride_19109_20240224054734/recordings/8aa583057145bebfb05c6d93c5e6b3b6_ride_19109__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19109_20240224054734
20240225021636,frodobots_data/output_rides_1/ride_19151_20240225021636/recordings/76e9a977724b0e490bd846869426b21f_ride_19151__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19151_20240225021636
20240225030214,frodobots_data/output_rides_1/ride_19159_20240225030214/recordings/94e6debe7d448dfbded7d6ab6866571c_ride_19159__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19159_20240225030214
20240225041552,frodobots_data/output_rides_1/ride_19168_20240225041552/recordings/0c8b663f564bb96202c9bab97676e1c5_ride_19168__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19168_20240225041552
20240225051031,frodobots_data/output_rides_1/ride_19178_20240225051031/recordings/0a92a28c8b456406e2b7f69283d419ca_ride_19178__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19178_20240225051031
20240225074515,frodobots_data/output_rides_1/ride_19189_20240225074515/recordings/5ffe1d25f542121d789989bb132acc18_ride_19189__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19189_20240225074515
20240226042316,frodobots_data/output_rides_1/ride_19228_20240226042316/recordings/cca482e2664f15338fe4e285a98d7bab_ride_19228__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19228_20240226042316
20240226063645,frodobots_data/output_rides_1/ride_19250_20240226063645/recordings/a43682dba24b1a69b97d539655608021_ride_19250__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19250_20240226063645
20240227030758,frodobots_data/output_rides_1/ride_19312_20240227030758/recordings/b1d32244dc46fea22032019951b97079_ride_19312__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19312_20240227030758
20240227043647,frodobots_data/output_rides_1/ride_19330_20240227043647/recordings/371d3b1e88428edbf677c6adb2877f66_ride_19330__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19330_20240227043647
20240227061618,frodobots_data/output_rides_1/ride_19354_20240227061618/recordings/13fcd138154e0f9304fb55b819e549e1_ride_19354__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19354_20240227061618
20240227104555,frodobots_data/output_rides_1/ride_19405_20240227104555/recordings/c66d83100b41e9a677f2d7b10fa0e122_ride_19405__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19405_20240227104555
20240228040948,frodobots_data/output_rides_1/ride_19440_20240228040948/recordings/a1ec1c8dca457237d9f88c85364ad8d7_ride_19440__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19440_20240228040948
20240228044058,frodobots_data/output_rides_1/ride_19449_20240228044058/recordings/d83d7bf5284ae9beb07547bbbd3ac3ce_ride_19449__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19449_20240228044058
20240228090451,frodobots_data/output_rides_1/ride_19466_20240228090451/recordings/00258b34dd4ed27b9e69f08b35175079_ride_19466__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19466_20240228090451
20240229065146,frodobots_data/output_rides_1/ride_19516_20240229065146/recordings/7ef8f965db425b93d920e5a724c18f9b_ride_19516__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19516_20240229065146
20240301033558,frodobots_data/output_rides_2/ride_19601_20240301033558/recordings/ca0f59463740a4891210599e4f0a868a_ride_19601__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19601_20240301033558
20240301084501,frodobots_data/output_rides_2/ride_19620_20240301084501/recordings/e33603ca6141430f2b867990369842de_ride_19620__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19620_20240301084501
20240302020420,frodobots_data/output_rides_2/ride_19698_20240302020420/recordings/83a79ec5cb48f0e81b6e04bf7b5443b5_ride_19698__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19698_20240302020420
20240302050631,frodobots_data/output_rides_2/ride_19723_20240302050631/recordings/206a610e544466c67d29abb6011e0924_ride_19723__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19723_20240302050631
20240302065307,frodobots_data/output_rides_2/ride_19733_20240302065307/recordings/dd8a03095c4618b8725a6abd72e0e305_ride_19733__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19733_20240302065307
20240303045451,frodobots_data/output_rides_2/ride_19781_20240303045451/recordings/0d08f679fe49d78cdbdb6d9154f70338_ride_19781__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19781_20240303045451
20240304060657,frodobots_data/output_rides_2/ride_19879_20240304060657/recordings/9ae5feca064ad6e1b3d6ceb432f8e7cf_ride_19879__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19879_20240304060657
20240305050744,frodobots_data/output_rides_2/ride_19996_20240305050744/recordings/051ea4f0a14d55154599e599c325f1a8_ride_19996__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19996_20240305050744
20240305065626,frodobots_data/output_rides_2/ride_20016_20240305065626/recordings/b0488bcf884706a8a0a2178415324b7b_ride_20016__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20016_20240305065626
20240305072529,frodobots_data/output_rides_2/ride_20027_20240305072529/recordings/c9cf77182f4590dad1d4d683a0cd9c52_ride_20027__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20027_20240305072529
20240305073522,frodobots_data/output_rides_2/ride_20033_20240305073522/recordings/033c4c2b9c498bd07b62e18bc3534877_ride_20033__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20033_20240305073522
20240305095844,frodobots_data/output_rides_2/ride_20047_20240305095844/recordings/7f499341164f9b60f3eb5abbbe7af837_ride_20047__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20047_20240305095844
20240305115136,frodobots_data/output_rides_2/ride_20063_20240305115136/recordings/e3ce4912ea4446ddbc5f6082eb66e35d_ride_20063__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20063_20240305115136
20240306023511,frodobots_data/output_rides_2/ride_20106_20240306023511/recordings/c7418de483413e678a63468cf94006fe_ride_20106__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20106_20240306023511
20240306031129,frodobots_data/output_rides_2/ride_20116_20240306031129/recordings/1bae3addab4a3f0413180cb665b26d46_ride_20116__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20116_20240306031129
20240306045655,frodobots_data/output_rides_2/ride_20127_20240306045655/recordings/11659025a64b3524fc0b74b5a4e7ae3d_ride_20127__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20127_20240306045655
20240306051501,frodobots_data/output_rides_2/ride_20132_20240306051501/recordings/35879cfd98489c154f3b57b866ffb3e8_ride_20132__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20132_20240306051501
20240306054056,frodobots_data/output_rides_2/ride_20137_20240306054056/recordings/4c7857205b4085586aa86080f8a63d77_ride_20137__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20137_20240306054056
20240306063246,frodobots_data/output_rides_2/ride_20143_20240306063246/recordings/c0002669d744933aaed93ea8437bee2e_ride_20143__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20143_20240306063246
20240306074525,frodobots_data/output_rides_2/ride_20151_20240306074525/recordings/96d96d71a44483feff4aa5af92243dab_ride_20151__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20151_20240306074525
20240306095439,frodobots_data/output_rides_2/ride_20166_20240306095439/recordings/f0a12ce4884d35b5159fd78af22ccdb5_ride_20166__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20166_20240306095439
20240306113021,frodobots_data/output_rides_2/ride_20181_20240306113021/recordings/0d4cb4dea9459152f7791b916b770825_ride_20181__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20181_20240306113021
20240307043428,frodobots_data/output_rides_2/ride_20307_20240307043428/recordings/62908355954f7028ab1760b410159c3c_ride_20307__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20307_20240307043428
20240307070244,frodobots_data/output_rides_2/ride_20325_20240307070244/recordings/3d829e361e451175c9e05eaaade59816_ride_20325__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20325_20240307070244
20240307093839,frodobots_data/output_rides_2/ride_20340_20240307093839/recordings/868aba19454e7943a19b7abf069c2410_ride_20340__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20340_20240307093839
20240307112454,frodobots_data/output_rides_2/ride_20354_20240307112454/recordings/6827985bac484628f46bcd8fcc3bc82d_ride_20354__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20354_20240307112454
20240308093935,frodobots_data/output_rides_2/ride_20461_20240308093935/recordings/dcff8f482f4577fa293f0494d688c3f4_ride_20461__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20461_20240308093935
20240308102605,frodobots_data/output_rides_2/ride_20467_20240308102605/recordings/c81b6d0f0740b731439910839330d74d_ride_20467__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20467_20240308102605
20240308211029,frodobots_data/output_rides_2/ride_20552_20240308211029/recordings/313073296b4d135fc37f3d8f5790b41a_ride_20552__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20552_20240308211029
20240309055210,frodobots_data/output_rides_2/ride_20599_20240309055210/recordings/fae02516824d84ee7a879eb00842c987_ride_20599__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20599_20240309055210
20240309064406,frodobots_data/output_rides_2/ride_20607_20240309064406/recordings/03286711534619b32385009c3b6a6ad8_ride_20607__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20607_20240309064406
20240309113918,frodobots_data/output_rides_2/ride_20615_20240309113918/recordings/17dda75f0d4f955543cd2a941060e21c_ride_20615__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20615_20240309113918
20240310074056,frodobots_data/output_rides_3/ride_20678_20240310074056/recordings/1e8e9a0c1743db61eea001a903194ed7_ride_20678__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20678_20240310074056
20240311051251,frodobots_data/output_rides_3/ride_20745_20240311051251/recordings/182d917a224d55d5c4ae689a42fedd0e_ride_20745__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20745_20240311051251
20240311061233,frodobots_data/output_rides_3/ride_20749_20240311061233/recordings/9a880cce2a47ebd945eb90a7d1268905_ride_20749__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20749_20240311061233
20240311111506,frodobots_data/output_rides_3/ride_20781_20240311111506/recordings/4ff37f3533475a35037c4e821d7ab684_ride_20781__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20781_20240311111506
20240311172704,frodobots_data/output_rides_3/ride_20843_20240311172704/recordings/ae5fc1dc424bfa788fd2008db75ec99c_ride_20843__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20843_20240311172704
20240311203236,frodobots_data/output_rides_3/ride_20877_20240311203236/recordings/a93a736cae4c03753269448dab44ecf6_ride_20877__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20877_20240311203236
20240312000156,frodobots_data/output_rides_3/ride_20901_20240312000156/recordings/b6acdc15684bd43088f8a1a5fb92421a_ride_20901__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20901_20240312000156
20240312053841,frodobots_data/output_rides_3/ride_20964_20240312053841/recordings/e9a9314cbd4cd6cf084f09a254c86ff0_ride_20964__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20964_20240312053841
20240312060839,frodobots_data/output_rides_3/ride_20978_20240312060839/recordings/08fd50eff04dc1ec45ad269846ca0bbe_ride_20978__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20978_20240312060839
20240312072506,frodobots_data/output_rides_3/ride_21000_20240312072506/recordings/54222693f143057ff094b594164540cb_ride_21000__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21000_20240312072506
20240312201504,frodobots_data/output_rides_3/ride_21084_20240312201504/recordings/27558cb46042a7c63e256cb1f0973fda_ride_21084__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21084_20240312201504
20240313114112,frodobots_data/output_rides_3/ride_21247_20240313114112/recordings/45f3be62e14dcb60944690b4db8632c3_ride_21247__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21247_20240313114112
20240314033021,frodobots_data/output_rides_3/ride_21384_20240314033021/recordings/5730504c4549630fdf30e68ff5d3763b_ride_21384__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21384_20240314033021
20240314041003,frodobots_data/output_rides_3/ride_21394_20240314041003/recordings/6120f386ca4c5bd1260c5990e188e0fc_ride_21394__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21394_20240314041003
20240314052913,frodobots_data/output_rides_3/ride_21413_20240314052913/recordings/ede24be1f94ea3e9af91f19f4a8c7845_ride_21413__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21413_20240314052913
20240314063613,frodobots_data/output_rides_3/ride_21432_20240314063613/recordings/74196582a347f8cfbe5945bb4fe9f897_ride_21432__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21432_20240314063613
20240314073951,frodobots_data/output_rides_3/ride_21451_20240314073951/recordings/36271d6a4a4e0de3eefd268c215080dd_ride_21451__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21451_20240314073951
20240314082536,frodobots_data/output_rides_3/ride_21466_20240314082536/recordings/2bd0fcf86a48a01af7ef04bab736e798_ride_21466__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21466_20240314082536
20240314111804,frodobots_data/output_rides_3/ride_21500_20240314111804/recordings/d604becd6c4b76fb63215ab01cdb3249_ride_21500__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21500_20240314111804
20240314114656,frodobots_data/output_rides_3/ride_21507_20240314114656/recordings/a79118f79d427faa8275b89d41d9161f_ride_21507__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21507_20240314114656
20240314122242,frodobots_data/output_rides_3/ride_21521_20240314122242/recordings/394dd5c16049acd8d32c75bbe540b10d_ride_21521__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21521_20240314122242
20240314123500,frodobots_data/output_rides_3/ride_21526_20240314123500/recordings/90b1906f194809a0e67be3b358b0fba6_ride_21526__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21526_20240314123500
20240315081419,frodobots_data/output_rides_3/ride_21724_20240315081419/recordings/018ddb2b89483e05a7bcc2a90b36c3d1_ride_21724__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21724_20240315081419
20240316034338,frodobots_data/output_rides_4/ride_21821_20240316034338/recordings/c0e0b4dc31431f0979eed79a0e70ba37_ride_21821__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21821_20240316034338
20240316044849,frodobots_data/output_rides_4/ride_21835_20240316044849/recordings/2ec4d21a2e41c721b7499bb0728db651_ride_21835__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21835_20240316044849
20240316052438,frodobots_data/output_rides_4/ride_21843_20240316052438/recordings/824f690f574a95c79000e9a6707d9024_ride_21843__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21843_20240316052438
20240316054311,frodobots_data/output_rides_4/ride_21848_20240316054311/recordings/60cccd636e4fceedee88b2817e468924_ride_21848__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21848_20240316054311
20240316061951,frodobots_data/output_rides_4/ride_21855_20240316061951/recordings/82e3864ca5492fad98ba8eb6827ff3e8_ride_21855__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21855_20240316061951
20240316065601,frodobots_data/output_rides_4/ride_21866_20240316065601/recordings/be46ed70554349adaa5ea1a432798c5b_ride_21866__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21866_20240316065601
