ride_ts,video_path,ride_dir
20240207045230,frodobots_data/output_rides_1/ride_17963_20240207045230/recordings/eb16e06af4447047ee3b249bfa6d0d74_ride_17963__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_17963_20240207045230
20240208005327,frodobots_data/output_rides_1/ride_18020_20240208005327/recordings/2c655f329e46154f7e7771af71e450d0_ride_18020__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18020_20240208005327
20240210044934,frodobots_data/output_rides_1/ride_18193_20240210044934/recordings/4537c18ff744dfbe1a9479808d2b85c0_ride_18193__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18193_20240210044934
20240211055801,frodobots_data/output_rides_1/ride_18233_20240211055801/recordings/b500b50c0b4339e14b841cbbf59f53a9_ride_18233__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18233_20240211055801
20240213011924,frodobots_data/output_rides_1/ride_18286_20240213011924/recordings/87d69eaa9c49ccca21e8358158cf9763_ride_18286__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18286_20240213011924
20240213062037,frodobots_data/output_rides_1/ride_18334_20240213062037/recordings/184bebda324e81bc2b7640a94522433e_ride_18334__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18334_20240213062037
20240214093812,frodobots_data/output_rides_1/ride_18377_20240214093812/recordings/774692aa2b423aa46ca92e988863bb92_ride_18377__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18377_20240214093812
20240219110914,frodobots_data/output_rides_1/ride_18611_20240219110914/recordings/7a28e5b4df4a60d011bc1e93efc1e1c2_ride_18611__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18611_20240219110914
20240221080735,frodobots_data/output_rides_1/ride_18801_20240221080735/recordings/3eea347f76418f9c22de18ba731052a6_ride_18801__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18801_20240221080735
20240221110823,frodobots_data/output_rides_1/ride_18815_20240221110823/recordings/98810bc7bf4babb7136a67a4c6e84386_ride_18815__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18815_20240221110823
20240221114225,frodobots_data/output_rides_1/ride_18823_20240221114225/recordings/748aa1cae04e7edc8a795db1f439b00e_ride_18823__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18823_20240221114225
20240222023418,frodobots_data/output_rides_1/ride_18855_20240222023418/recordings/3b955aec79457d1ea08d7ba3a77f3041_ride_18855__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18855_20240222023418
20240222045705,frodobots_data/output_rides_1/ride_18880_20240222045705/recordings/81711c184549226d0c0b98b5610f9691_ride_18880__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18880_20240222045705
20240222051720,frodobots_data/output_rides_1/ride_18888_20240222051720/recordings/8641ea01f84c006e4218d8a0f7c183e9_ride_18888__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18888_20240222051720
20240222073703,frodobots_data/output_rides_1/ride_18908_20240222073703/recordings/ba0f197c4644e4eda7862c9b24cdeacc_ride_18908__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18908_20240222073703
20240222091507,frodobots_data/output_rides_1/ride_18925_20240222091507/recordings/fe0810fc1341dff8bb69d69c7e285df9_ride_18925__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18925_20240222091507
20240223035214,frodobots_data/output_rides_1/ride_18960_20240223035214/recordings/0c5dd0688249305a15176a88dae7cd73_ride_18960__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18960_20240223035214
20240223042406,frodobots_data/output_rides_1/ride_18965_20240223042406/recordings/1a0c10de2e4b1ad3932710abc160d69b_ride_18965__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18965_20240223042406
20240223075428,frodobots_data/output_rides_1/ride_18990_20240223075428/recordings/9e581680da41a8b5508f2aaeab0ed26c_ride_18990__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18990_20240223075428
20240223083633,frodobots_data/output_rides_1/ride_18996_20240223083633/recordings/d163b906394c818a96c3fba5c37f8ae4_ride_18996__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18996_20240223083633
20240223100038,frodobots_data/output_rides_1/ride_19013_20240223100038/recordings/3e58cdd9a24a0074ec1d5bb174ad6a0b_ride_19013__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19013_20240223100038
20240224013545,frodobots_data/output_rides_1/ride_19048_20240224013545/recordings/a43cf3d0d84fd1ea42c564ab6e09c5e8_ride_19048__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19048_20240224013545
20240224043623,frodobots_data/output_rides_1/ride_19087_20240224043623/recordings/55b3ba8e72487cacf4b3b991a9f99b98_ride_19087__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19087_20240224043623
20240224051129,frodobots_data/output_rides_1/ride_19100_20240224051129/recordings/0831f3cf4b48930ff2b092ab4d920a5a_ride_19100__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19100_20240224051129
20240224053328,frodobots_data/output_rides_1/ride_19107_20240224053328/recordings/027f2f20ff4ae7c5e387e1befcd22f2c_ride_19107__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19107_20240224053328
20240224065800,frodobots_data/output_rides_1/ride_19121_20240224065800/recordings/0f1cb70cc942f702997bc88c0cbcaa63_ride_19121__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19121_20240224065800
20240225025456,frodobots_data/output_rides_1/ride_19157_20240225025456/recordings/7f501ce240437c7c9dc7f1909e8dfca5_ride_19157__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19157_20240225025456
20240225040825,frodobots_data/output_rides_1/ride_19167_20240225040825/recordings/d21de425c54771820e8a9e9e210728b0_ride_19167__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19167_20240225040825
20240225050709,frodobots_data/output_rides_1/ride_19177_20240225050709/recordings/4e14cd96074715f60422ca973a7dfde2_ride_19177__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19177_20240225050709
20240225054752,frodobots_data/output_rides_1/ride_19183_20240225054752/recordings/17b117dcc04aebc5581f2781fb9c2cc0_ride_19183__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19183_20240225054752
20240226035037,frodobots_data/output_rides_1/ride_19220_20240226035037/recordings/b2349d1cee4c934a2a986fb99066274d_ride_19220__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19220_20240226035037
20240226060008,frodobots_data/output_rides_1/ride_19243_20240226060008/recordings/a2a6aca31f4de55988e9db94de141e69_ride_19243__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19243_20240226060008
20240227025720,frodobots_data/output_rides_1/ride_19310_20240227025720/recordings/a314f1a5da4f2ac19b4e359926a73742_ride_19310__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19310_20240227025720
20240227042721,frodobots_data/output_rides_1/ride_19328_20240227042721/recordings/9fb794dd2b4e0eb41d93758cadfb5b61_ride_19328__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19328_20240227042721
20240227060926,frodobots_data/output_rides_1/ride_19352_20240227060926/recordings/5bd73f4d3d46c3b35e65a99f229863e7_ride_19352__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19352_20240227060926
20240227103815,frodobots_data/output_rides_1/ride_19401_20240227103815/recordings/d285240fd442aa10af7cc2be514c2667_ride_19401__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19401_20240227103815
20240228040805,frodobots_data/output_rides_1/ride_19439_20240228040805/recordings/ee5457eb62484a88f13f5d9f8727594e_ride_19439__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19439_20240228040805
20240228041815,frodobots_data/output_rides_1/ride_19445_20240228041815/recordings/8dc33a03a84aaf03a66df4bcffad0087_ride_19445__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19445_20240228041815
20240228044737,frodobots_data/output_rides_1/ride_19452_20240228044737/recordings/ce9a2abc1c499de239af5fa88087277f_ride_19452__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19452_20240228044737
20240229040816,frodobots_data/output_rides_1/ride_19508_20240229040816/recordings/196b8acbd048a9cfbb427fa923728e58_ride_19508__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19508_20240229040816
20240301022433,frodobots_data/output_rides_2/ride_19582_20240301022433/recordings/294a4f1aff4d9199db2474b9e3b677f1_ride_19582__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19582_20240301022433
20240301043148,frodobots_data/output_rides_2/ride_19614_20240301043148/recordings/bd1969bc8b4464d086c2f9b5356d31c6_ride_19614__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19614_20240301043148
20240302014430,frodobots_data/output_rides_2/ride_19697_20240302014430/recordings/3ad872737a47c5fec23dad8d5139ad10_ride_19697__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19697_20240302014430
20240302045552,frodobots_data/output_rides_2/ride_19722_20240302045552/recordings/f02d75774e410d32c97464b69dc2939c_ride_19722__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19722_20240302045552
20240302062323,frodobots_data/output_rides_2/ride_19727_20240302062323/recordings/768dc1ebc04952f1e1e3539b3d140596_ride_19727__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19727_20240302062323
20240302203615,frodobots_data/output_rides_2/ride_19768_20240302203615/recordings/acf39956c5427264f03ccabfbe5c0580_ride_19768__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19768_20240302203615
20240304055129,frodobots_data/output_rides_2/ride_19878_20240304055129/recordings/9b12e6e19c4f91b6c0d8a3bc2024c299_ride_bot_frodobot_4828dd__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19878_20240304055129
20240304114705,frodobots_data/output_rides_2/ride_19925_20240304114705/recordings/72a016cbee47eadfe41bf3b92bb63110_ride_19925__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19925_20240304114705
20240305054342,frodobots_data/output_rides_2/ride_20002_20240305054342/recordings/76146e70bc4fe11963eee685209fb98e_ride_20002__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20002_20240305054342
20240305072058,frodobots_data/output_rides_2/ride_20025_20240305072058/recordings/4b5f42354e4984a670a27cb8d3c88513_ride_20025__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20025_20240305072058
20240305072851,frodobots_data/output_rides_2/ride_20030_20240305072851/recordings/22ecbd14eb4e659ffb41f6aea36abe9e_ride_20030__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20030_20240305072851
20240305091647,frodobots_data/output_rides_2/ride_20043_20240305091647/recordings/562e5254f04b90c17850fc8bd40889a7_ride_20043__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20043_20240305091647
20240305113909,frodobots_data/output_rides_2/ride_20062_20240305113909/recordings/e76015159e4cf9f8012feea91989ff38_ride_20062__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20062_20240305113909
20240306022659,frodobots_data/output_rides_2/ride_20105_20240306022659/recordings/4aa06e4d2540159da5949f9e515503cd_ride_20105__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20105_20240306022659
20240306030629,frodobots_data/output_rides_2/ride_20115_20240306030629/recordings/c67b83890b4898e39dc67a8bb883deb1_ride_20115__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20115_20240306030629
20240306042928,frodobots_data/output_rides_2/ride_20125_20240306042928/recordings/2694d644ed4036e73b2fb1bb35deaea8_ride_20125__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20125_20240306042928
20240306051102,frodobots_data/output_rides_2/ride_20130_20240306051102/recordings/f84b61d4db4be1636ec0fe8364d3005b_ride_20130__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20130_20240306051102
20240306053101,frodobots_data/output_rides_2/ride_20136_20240306053101/recordings/90831b54e9434e2cf600c9918bb11d96_ride_20136__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20136_20240306053101
20240306061152,frodobots_data/output_rides_2/ride_20140_20240306061152/recordings/c0e1ff8f244d7a39b702a49778e65932_ride_20140__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20140_20240306061152
20240306073412,frodobots_data/output_rides_2/ride_20149_20240306073412/recordings/86ffe155c740bc83a146d89e24b92236_ride_20149__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20149_20240306073412
20240306090558,frodobots_data/output_rides_2/ride_20161_20240306090558/recordings/6579e93c65476ae2292708927e3eaa8d_ride_20161__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20161_20240306090558
20240306110938,frodobots_data/output_rides_2/ride_20180_20240306110938/recordings/2acb1f767b4b9dabfc9f2e9a545fcbda_ride_20180__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20180_20240306110938
20240307043304,frodobots_data/output_rides_2/ride_20306_20240307043304/recordings/64505af8234a2c7e017489a1669dfb0e_ride_20306__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20306_20240307043304
20240307055016,frodobots_data/output_rides_2/ride_20313_20240307055016/recordings/c8ced3b8a54da33ce1f70ab1189ecebd_ride_20313__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20313_20240307055016
20240307091202,frodobots_data/output_rides_2/ride_20335_20240307091202/recordings/dff205e28d423548ac6bd6b5839a94df_ride_20335__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20335_20240307091202
20240307112236,frodobots_data/output_rides_2/ride_20353_20240307112236/recordings/149b0fbc6f47a634111fc7b26226689a_ride_20353__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20353_20240307112236
20240308090806,frodobots_data/output_rides_2/ride_20457_20240308090806/recordings/0e023ed4cd4fca86287e7696f6aeff57_ride_20457__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20457_20240308090806
20240308095928,frodobots_data/output_rides_2/ride_20464_20240308095928/recordings/8ccac5a8314b5e63189c15be276932b9_ride_20464__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20464_20240308095928
20240308110151,frodobots_data/output_rides_2/ride_20472_20240308110151/recordings/082886254449b3a9615f359fc2a8a3aa_ride_20472__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20472_20240308110151
20240309054951,frodobots_data/output_rides_2/ride_20598_20240309054951/recordings/91f332802e430cb4c10083bfc9531f7d_ride_20598__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20598_20240309054951
20240309063546,frodobots_data/output_rides_2/ride_20606_20240309063546/recordings/151825ff854d188a21c24fa8c5f3bf5e_ride_20606__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20606_20240309063546
20240309074239,frodobots_data/output_rides_2/ride_20612_20240309074239/recordings/8e3c3ed0864de46de05e7cab4edcb664_ride_20612__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20612_20240309074239
20240309124620,frodobots_data/output_rides_2/ride_20618_20240309124620/recordings/1c2e3f4bcd44cfa7593f1b8417ed6aa9_ride_20618__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20618_20240309124620
20240311001129,frodobots_data/output_rides_3/ride_20721_20240311001129/recordings/07dfdd50bc44067c36ba219e61d2ef4f_ride_20721__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20721_20240311001129
20240311055537,frodobots_data/output_rides_3/ride_20748_20240311055537/recordings/07df1c74904899f612526ba23b3a7e9d_ride_20748__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20748_20240311055537
20240311110323,frodobots_data/output_rides_3/ride_20779_20240311110323/recordings/6b3d35b98342224991978c9214d79348_ride_20779__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20779_20240311110323
20240311171323,frodobots_data/output_rides_3/ride_20839_20240311171323/recordings/4f4add99934e837d4ee66c82f0723db5_ride_20839__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20839_20240311171323
20240311195643,frodobots_data/output_rides_3/ride_20874_20240311195643/recordings/593df289f642bc9d41bab4aea7c8accd_ride_20874__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20874_20240311195643
20240311231020,frodobots_data/output_rides_3/ride_20892_20240311231020/recordings/bd492362a1473f97fbb16faa624bc623_ride_20892__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20892_20240311231020
20240312053606,frodobots_data/output_rides_3/ride_20961_20240312053606/recordings/ef6c150de74624eb559feb9711b34757_ride_20961__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20961_20240312053606
20240312060531,frodobots_data/output_rides_3/ride_20977_20240312060531/recordings/cc71a3417b452ea24f6ccfbff733c687_ride_20977__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20977_20240312060531
20240312063026,frodobots_data/output_rides_3/ride_20986_20240312063026/recordings/a7f10802eb4540f11781d3994c0680a1_ride_20986__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20986_20240312063026
20240312191156,frodobots_data/output_rides_3/ride_21078_20240312191156/recordings/7d9ca2c6e0411d71047f7ba214bf9f7f_ride_21078__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21078_20240312191156
20240313112412,frodobots_data/output_rides_3/ride_21244_20240313112412/recordings/125e6900ef48694799b31c8a3c7f9009_ride_21244__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21244_20240313112412
20240314032710,frodobots_data/output_rides_3/ride_21382_20240314032710/recordings/284a21e5bf49582b28a5f0934180ab7e_ride_21382__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21382_20240314032710
20240314040151,frodobots_data/output_rides_3/ride_21392_20240314040151/recordings/63511b30b848efb2f0b0ff913e4a3f49_ride_21392__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21392_20240314040151
20240314045949,frodobots_data/output_rides_3/ride_21408_20240314045949/recordings/98e3b9f4ba48bd2728f66e9fcf51cd85_ride_21408__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21408_20240314045949
20240314061926,frodobots_data/output_rides_3/ride_21430_20240314061926/recordings/d74e875d0f47b1c990d1b4bd70ff9944_ride_21430__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21430_20240314061926
20240314073443,frodobots_data/output_rides_3/ride_21447_20240314073443/recordings/31cc95eeab48b3bfb87f10be5d74f833_ride_21447__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21447_20240314073443
20240314082027,frodobots_data/output_rides_3/ride_21464_20240314082027/recordings/3ecab8a8e84e675ab0da2caecf51e265_ride_21464__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21464_20240314082027
20240314100819,frodobots_data/output_rides_3/ride_21488_20240314100819/recordings/7322a822414b4313029dc39d9b51bf28_ride_21488__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21488_20240314100819
20240314114148,frodobots_data/output_rides_3/ride_21504_20240314114148/recordings/0b571048714e9111dae4918457e3eb42_ride_21504__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21504_20240314114148
20240314122113,frodobots_data/output_rides_3/ride_21520_20240314122113/recordings/3674e4986a4d7a2488cf34aa7b3da520_ride_21520__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21520_20240314122113
20240314123017,frodobots_data/output_rides_3/ride_21524_20240314123017/recordings/2b1c41af65460d8c9a686aa0bc871fa8_ride_21524__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21524_20240314123017
20240314221919,frodobots_data/output_rides_3/ride_21602_20240314221919/recordings/d8130797bf4c202b39d9f19899f698cc_ride_21602__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21602_20240314221919
20240316032233,frodobots_data/output_rides_4/ride_21818_20240316032233/recordings/4377ad2c8d4721d3aee9458f2daa83d8_ride_21818__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21818_20240316032233
20240316044314,frodobots_data/output_rides_4/ride_21834_20240316044314/recordings/52e0fdcfbb466c2944b05781b40fa08b_ride_21834__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21834_20240316044314
20240316051553,frodobots_data/output_rides_4/ride_21840_20240316051553/recordings/c9a9edea46415366a463feab8b30e61f_ride_21840__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21840_20240316051553
20240316053940,frodobots_data/output_rides_4/ride_21847_20240316053940/recordings/d46a9b4f654a1e8242c64398de63c0ff_ride_21847__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21847_20240316053940
20240316060854,frodobots_data/output_rides_4/ride_21854_20240316060854/recordings/d89480a7684953f5c0ffa59a58b2b1e7_ride_21854__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21854_20240316060854
