ride_ts,video_path,ride_dir
20240211041119,frodobots_data/output_rides_1/ride_18218_20240211041119/recordings/f75779e479486ccf5046f29412b9a8b3_ride_18218__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18218_20240211041119
20240212062131,frodobots_data/output_rides_1/ride_18259_20240212062131/recordings/12e74606d6434f57ea486cab83e06262_ride_18259__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18259_20240212062131
20240213045422,frodobots_data/output_rides_1/ride_18321_20240213045422/recordings/136aef21ff4cb81a959971aa7df81e12_ride_18321__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18321_20240213045422
20240214082637,frodobots_data/output_rides_1/ride_18372_20240214082637/recordings/1e34e554714f2daa5bd579b257b34c66_ride_18372__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18372_20240214082637
20240215045158,frodobots_data/output_rides_1/ride_18402_20240215045158/recordings/0fa3b3d06445df3205a2aeaeda58f493_ride_18402__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18402_20240215045158
20240220110429,frodobots_data/output_rides_1/ride_18713_20240220110429/recordings/17daa4d05245c0ee3c3c36b4fe176b1c_ride_18713__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18713_20240220110429
20240221103244,frodobots_data/output_rides_1/ride_18811_20240221103244/recordings/573c45989544a73fda476e9ef45cc63c_ride_18811__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18811_20240221103244
20240221112909,frodobots_data/output_rides_1/ride_18820_20240221112909/recordings/65762eb24941ab7e1c4166af9f2693c6_ride_18820__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18820_20240221112909
20240222015805,frodobots_data/output_rides_1/ride_18842_20240222015805/recordings/3058c48f0c40c6af0e9b37a1f7a585e3_ride_18842__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18842_20240222015805
20240222043727,frodobots_data/output_rides_1/ride_18872_20240222043727/recordings/1d698a7bfe46450cdc3b43ab7571c684_ride_18872__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18872_20240222043727
20240222050426,frodobots_data/output_rides_1/ride_18884_20240222050426/recordings/48074551204b8e585a0730ab72344a8d_ride_18884__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18884_20240222050426
20240222053328,frodobots_data/output_rides_1/ride_18891_20240222053328/recordings/b0148347b04fbb05c65bc2951c71d688_ride_18891__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18891_20240222053328
20240222080748,frodobots_data/output_rides_1/ride_18915_20240222080748/recordings/e4cc4b87674288d078bf3c9a1977eaea_ride_18915__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18915_20240222080748
20240223024017,frodobots_data/output_rides_1/ride_18952_20240223024017/recordings/d039e61657478013e660ea866e1c107c_ride_18952__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18952_20240223024017
20240223041014,frodobots_data/output_rides_1/ride_18962_20240223041014/recordings/a400416c3c458902b96c07bfe320c59a_ride_18962__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18962_20240223041014
20240223060343,frodobots_data/output_rides_1/ride_18981_20240223060343/recordings/695cf52c8c48b1ee62e3a5970c11c55d_ride_18981__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18981_20240223060343
20240223082646,frodobots_data/output_rides_1/ride_18994_20240223082646/recordings/f304baed824827574a74d0bf6f9f7d51_ride_18994__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_18994_20240223082646
20240223084902,frodobots_data/output_rides_1/ride_19001_20240223084902/recordings/8639542ad14c2919133482a78f2eb5ab_ride_19001__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19001_20240223084902
20240224003808,frodobots_data/output_rides_1/ride_19036_20240224003808/recordings/3aa6943ab04e1fb2a373ea901f74d8df_ride_19036__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19036_20240224003808
20240224020645,frodobots_data/output_rides_1/ride_19056_20240224020645/recordings/880f2be0c244f7455addbeb64f2eafd3_ride_19056__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19056_20240224020645
20240224050759,frodobots_data/output_rides_1/ride_19098_20240224050759/recordings/514ec79167484fc1a5722e8863419ecb_ride_19098__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19098_20240224050759
20240224051731,frodobots_data/output_rides_1/ride_19103_20240224051731/recordings/9c38a574374ba6cef01e45b1ebe4c6ca_ride_19103__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19103_20240224051731
20240224062611,frodobots_data/output_rides_1/ride_19112_20240224062611/recordings/562e1c1a1341f55c8853048b8124b830_ride_19112__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19112_20240224062611
20240225023555,frodobots_data/output_rides_1/ride_19154_20240225023555/recordings/58bccc45a94c96b7a67d3286e33611ca_ride_19154__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19154_20240225023555
20240225031015,frodobots_data/output_rides_1/ride_19160_20240225031015/recordings/d79fcb46a94ced61fac2e49dec406b14_ride_19160__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19160_20240225031015
20240225041629,frodobots_data/output_rides_1/ride_19169_20240225041629/recordings/93186330f64c35b8eaaa6fba61a72998_ride_19169__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19169_20240225041629
20240225051209,frodobots_data/output_rides_1/ride_19179_20240225051209/recordings/f74c2655534a1118f9d0978cf39ee64f_ride_19179__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19179_20240225051209
20240225084353,frodobots_data/output_rides_1/ride_19193_20240225084353/recordings/e113d49a1b4547b504b0d396ea90baf8_ride_19193__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19193_20240225084353
20240226042630,frodobots_data/output_rides_1/ride_19229_20240226042630/recordings/34a1cf022a4ddd66c62ed69430ce25c8_ride_19229__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19229_20240226042630
20240226064642,frodobots_data/output_rides_1/ride_19252_20240226064642/recordings/43e059676648030cdb4c328b2bf63d57_ride_19252__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19252_20240226064642
20240227040529,frodobots_data/output_rides_1/ride_19319_20240227040529/recordings/68fb3e32314027b9acc09eb6e9790103_ride_19319__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19319_20240227040529
20240227045202,frodobots_data/output_rides_1/ride_19335_20240227045202/recordings/26abbc3b774d38e20192d2a91d28ff0e_ride_19335__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19335_20240227045202
20240227064839,frodobots_data/output_rides_1/ride_19360_20240227064839/recordings/e7384e13c54e19e33c885986186e099e_ride_19360__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19360_20240227064839
20240228032045,frodobots_data/output_rides_1/ride_19431_20240228032045/recordings/b46868694e481fca18042ab41ca53f24_ride_19431__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19431_20240228032045
20240228041028,frodobots_data/output_rides_1/ride_19441_20240228041028/recordings/5c612c391c48790e027ce187c2086ddf_ride_19441__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19441_20240228041028
20240228044218,frodobots_data/output_rides_1/ride_19450_20240228044218/recordings/ff43725098492246eb35c9b70ca052bd_ride_19450__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19450_20240228044218
20240228091559,frodobots_data/output_rides_1/ride_19470_20240228091559/recordings/90eaa0d08a42374efc085ba5c0bc9c72_ride_19470__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_1/ride_19470_20240228091559
20240229204010,frodobots_data/output_rides_2/ride_19562_20240229204010/recordings/5e1272cac146f6de7988dca5725e8b02_ride_19562__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19562_20240229204010
20240301041631,frodobots_data/output_rides_2/ride_19611_20240301041631/recordings/b669cb86f14e21915327adbca8cdd38e_ride_19611__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19611_20240301041631
20240301085409,frodobots_data/output_rides_2/ride_19621_20240301085409/recordings/c286cb0c4c448e4304273ab8c5a6de0e_ride_19621__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19621_20240301085409
20240302031120,frodobots_data/output_rides_2/ride_19715_20240302031120/recordings/1923aeeecb48dea5e2748bbe9942dce1_ride_19715__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19715_20240302031120
20240302052223,frodobots_data/output_rides_2/ride_19724_20240302052223/recordings/b47377cc074a98d387c2dd8a435b1cf7_ride_19724__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19724_20240302052223
20240302094501,frodobots_data/output_rides_2/ride_19740_20240302094501/recordings/cec2e5f4ed421f1eeb65379abcdc2d19_ride_19740__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19740_20240302094501
20240303051404,frodobots_data/output_rides_2/ride_19788_20240303051404/recordings/a66e6546fc421a825c591d85aa71bb02_ride_19788__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19788_20240303051404
20240304093255,frodobots_data/output_rides_2/ride_19904_20240304093255/recordings/e35798839e4a90cfbc5f4d9926b6bcbc_ride_19904__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19904_20240304093255
20240305051500,frodobots_data/output_rides_2/ride_19998_20240305051500/recordings/2ef59b50aa485a9f07f90491921876b2_ride_19998__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_19998_20240305051500
20240305070810,frodobots_data/output_rides_2/ride_20020_20240305070810/recordings/719ff7bbba47c4a1dd861789dd30b724_ride_20020__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20020_20240305070810
20240305072814,frodobots_data/output_rides_2/ride_20028_20240305072814/recordings/0db877f1a14d1095edd2c59d7857f4f6_ride_20028__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20028_20240305072814
20240305074701,frodobots_data/output_rides_2/ride_20035_20240305074701/recordings/68d6206c0a45657dc3c04dbce728f11f_ride_20035__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20035_20240305074701
20240305102312,frodobots_data/output_rides_2/ride_20057_20240305102312/recordings/28069225374fd2e390714aba7c9d3fb3_ride_20057__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20057_20240305102312
20240305115442,frodobots_data/output_rides_2/ride_20064_20240305115442/recordings/f40768024c47c63524b198b9de10af7f_ride_20064__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20064_20240305115442
20240306024943,frodobots_data/output_rides_2/ride_20111_20240306024943/recordings/4aaded9090411282bca7e69581186e41_ride_20111__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20111_20240306024943
20240306031605,frodobots_data/output_rides_2/ride_20117_20240306031605/recordings/7a9377d2a44db5490865ec9287e45a08_ride_20117__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20117_20240306031605
20240306045844,frodobots_data/output_rides_2/ride_20128_20240306045844/recordings/7d0a70da9e4c37b584e8308d122887e7_ride_20128__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20128_20240306045844
20240306051819,frodobots_data/output_rides_2/ride_20133_20240306051819/recordings/72a763135d4d7c0586e8eda04abc3a54_ride_20133__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20133_20240306051819
20240306055125,frodobots_data/output_rides_2/ride_20138_20240306055125/recordings/89c7ea969c4d89b68e7f968add154845_ride_20138__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20138_20240306055125
20240306071502,frodobots_data/output_rides_2/ride_20144_20240306071502/recordings/1ef065be514a506e47121490e9fbb6f7_ride_20144__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20144_20240306071502
20240306082915,frodobots_data/output_rides_2/ride_20155_20240306082915/recordings/67a5f869ff49ffd5dbe31bb02b80fbdd_ride_20155__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20155_20240306082915
20240306095923,frodobots_data/output_rides_2/ride_20168_20240306095923/recordings/e11d6e413b441fd496e271b94267cff4_ride_20168__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20168_20240306095923
20240307001846,frodobots_data/output_rides_2/ride_20276_20240307001846/recordings/9d412c30044e88cc86e4e9b1a093086c_ride_20276__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20276_20240307001846
20240307044213,frodobots_data/output_rides_2/ride_20308_20240307044213/recordings/002536233f4f592506e2bc824a9f7312_ride_20308__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20308_20240307044213
20240307083559,frodobots_data/output_rides_2/ride_20332_20240307083559/recordings/51d81be15d47feb3dfb063a161b44672_ride_20332__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20332_20240307083559
20240307094456,frodobots_data/output_rides_2/ride_20342_20240307094456/recordings/051f56babe4558b572bfc38d361c6a6c_ride_20342__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20342_20240307094456
20240307113752,frodobots_data/output_rides_2/ride_20357_20240307113752/recordings/1ad7a8109d413099fc38658da1a69c4e_ride_20357__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20357_20240307113752
20240308094504,frodobots_data/output_rides_2/ride_20462_20240308094504/recordings/e7a23b228541593e3f71dd8e8d5aa01b_ride_20462__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20462_20240308094504
20240308102745,frodobots_data/output_rides_2/ride_20468_20240308102745/recordings/2874b589c848b41507243195792eaf46_ride_20468__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20468_20240308102745
20240308211832,frodobots_data/output_rides_2/ride_20555_20240308211832/recordings/eb78118a7e40c299e5f200a33ea4c1c3_ride_20555__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20555_20240308211832
20240309061559,frodobots_data/output_rides_2/ride_20603_20240309061559/recordings/859385e4a44ea4cd984586b64eb8bbc5_ride_20603__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20603_20240309061559
20240309070533,frodobots_data/output_rides_2/ride_20608_20240309070533/recordings/d6ae9981ee41fe342c89e3a251c4f811_ride_20608__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20608_20240309070533
20240309114117,frodobots_data/output_rides_2/ride_20616_20240309114117/recordings/02734a5cd0452703a987aabe4bc0e5e4_ride_20616__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_2/ride_20616_20240309114117
20240310074415,frodobots_data/output_rides_3/ride_20679_20240310074415/recordings/9db979313742d46df297229c8a5007aa_ride_20679__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20679_20240310074415
20240311052524,frodobots_data/output_rides_3/ride_20746_20240311052524/recordings/887e93010e40bf7aa8d05899fc38de7f_ride_20746__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20746_20240311052524
20240311094724,frodobots_data/output_rides_3/ride_20768_20240311094724/recordings/995e3282214bfd50771662b9ea610fc9_ride_20768__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20768_20240311094724
20240311114528,frodobots_data/output_rides_3/ride_20784_20240311114528/recordings/f8a7976c7e45e148d8cbb08be1bd9910_ride_20784__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20784_20240311114528
20240311173008,frodobots_data/output_rides_3/ride_20844_20240311173008/recordings/72d3a9075647f5f4f77d299f7eda49b8_ride_20844__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20844_20240311173008
20240311203443,frodobots_data/output_rides_3/ride_20878_20240311203443/recordings/b1974c3ba34f17e60f8b94995ece33aa_ride_20878__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20878_20240311203443
20240312052138,frodobots_data/output_rides_3/ride_20956_20240312052138/recordings/d385d0baf640c62baf2b67bb6d44e87a_ride_20956__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20956_20240312052138
20240312054705,frodobots_data/output_rides_3/ride_20967_20240312054705/recordings/5382cd03d849b1b045b24590189b9f06_ride_20967__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20967_20240312054705
20240312061222,frodobots_data/output_rides_3/ride_20980_20240312061222/recordings/85173ed0c349eb78de81d08b7934d20a_ride_20980__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_20980_20240312061222
20240312073101,frodobots_data/output_rides_3/ride_21003_20240312073101/recordings/224a5d430d43156c8ae41d8a6ab5c2bd_ride_21003__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21003_20240312073101
20240313062442,frodobots_data/output_rides_3/ride_21210_20240313062442/recordings/a970c10ea14802d3a7e433ab98007b80_ride_21210__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21210_20240313062442
20240313133101,frodobots_data/output_rides_3/ride_21263_20240313133101/recordings/10e645a84044382450feae80edd41f8e_ride_21263__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21263_20240313133101
20240314033454,frodobots_data/output_rides_3/ride_21385_20240314033454/recordings/072440459d4d7685f67ebea19e9d569d_ride_21385__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21385_20240314033454
20240314041325,frodobots_data/output_rides_3/ride_21397_20240314041325/recordings/0009db912541f90d3a42f09dc581916e_ride_21397__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21397_20240314041325
20240314054340,frodobots_data/output_rides_3/ride_21418_20240314054340/recordings/5c339da91740c3e5a866818de92f8989_ride_21418__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21418_20240314054340
20240314071621,frodobots_data/output_rides_3/ride_21441_20240314071621/recordings/f8e5dd18fe47c050a6b91f8c4084cff8_ride_21441__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21441_20240314071621
20240314075314,frodobots_data/output_rides_3/ride_21460_20240314075314/recordings/bab14cc09d4b381469d731a592fbf1c0_ride_21460__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21460_20240314075314
20240314083559,frodobots_data/output_rides_3/ride_21469_20240314083559/recordings/41aa42130d4f92336f6950bad98f05c8_ride_21469__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21469_20240314083559
20240314113507,frodobots_data/output_rides_3/ride_21502_20240314113507/recordings/cef640a42c49e25440e0df903752b7ca_ride_21502__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21502_20240314113507
20240314121821,frodobots_data/output_rides_3/ride_21518_20240314121821/recordings/3d1c23748343910f1ab749b8e09ddd04_ride_21518__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21518_20240314121821
20240314122556,frodobots_data/output_rides_3/ride_21522_20240314122556/recordings/600ea0e81a46829d35cff38f29859839_ride_21522__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21522_20240314122556
20240314123701,frodobots_data/output_rides_3/ride_21527_20240314123701/recordings/fd0d5d99054a50efa74b6ea3246bf2f2_ride_21527__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_3/ride_21527_20240314123701
20240316031210,frodobots_data/output_rides_4/ride_21814_20240316031210/recordings/9a808800664049cb48fec481e59b7b7a_ride_21814__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21814_20240316031210
20240316041224,frodobots_data/output_rides_4/ride_21826_20240316041224/recordings/467c6a242442f4a3c3e9e38a0b548a74_ride_21826__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21826_20240316041224
20240316050323,frodobots_data/output_rides_4/ride_21836_20240316050323/recordings/71e7d9d7fb4c009a6d57bc906d8caed1_ride_21836__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21836_20240316050323
20240316052522,frodobots_data/output_rides_4/ride_21844_20240316052522/recordings/3f2a1dc56042cf11df3ffc92339c9e3b_ride_21844__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21844_20240316052522
20240316055251,frodobots_data/output_rides_4/ride_21851_20240316055251/recordings/b88e2c346e4fec93ceab7db9c8cfa3d3_ride_21851__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21851_20240316055251
20240316062842,frodobots_data/output_rides_4/ride_21858_20240316062842/recordings/9ece34f9ed46f672f95b78bf0ae32d21_ride_21858__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21858_20240316062842
20240316070312,frodobots_data/output_rides_4/ride_21868_20240316070312/recordings/71c9f468c04be52650f1daadd8bbf8ad_ride_21868__uid_s_1000__uid_e_video.m3u8,frodobots_data/output_rides_4/ride_21868_20240316070312
